recipe_id,ingredient_id,label,quantity,unit
11648,665,tablespoon tahini,0.25,tablespoon
11648,665,cup tahini,0.25,cup
11648,520,"whole pita breads, cut in half",0.5,each
11648,651,"spinach leaves, washed and dried",3.0,each
11648,685,"medium tomatoes, chopped",0.5,each
11648,656,"medium sweet green pepper, chopped",0.25,each
11648,556,"red onion, cut in rings",0.25,each
11648,456,cup mixed sprouts,0.125,cup
11648,61,"medium sweet green pepper, chopped",0.25,each
11648,61,to taste pepper,0.25,dash
11648,5,"lemon, juice of",0.25,each
11648,755,cup water,0.25,cup
11648,208,teaspoon cumin,0.25,teaspoon
11648,501,cup minced parsley,0.0625,cup
11648,666,teaspoon tamari,0.5,teaspoon
11648,117,dash cayenne,0.25,dash
12669,478,teaspoon oil,0.5,teaspoon
12669,81,"lb boneless skinless chicken breast, cut in strips",0.25,pound
12669,486,cup chopped onion,0.125,cup
12669,590,cup uncooked long-grain white rice,0.25,cup
12669,112,cup shredded carrot,0.125,cup
12669,318,cup golden raisin,0.0625,cup
12669,213,teaspoon curry powder (or as much as you like),0.25,teaspoon
12669,176,teaspoon coriander,0.25,teaspoon
12669,611,teaspoon salt,0.0625,teaspoon
12669,139,(3 5/8 ounce) can ready-to-serve chicken broth,1.875,ounce
12669,755,cup water,0.125,cup
12669,516,"cup shelled pistachio nut (or slivered almonds, toasted)",0.0625,cup
12713,486,"tablespoon onion, chopped",1.0,tablespoon
12713,442,"garlic cloves, minced",2.0,each
12713,484,teaspoon lite olive oil or 1 teaspoon virgin olive oil,1.0,teaspoon
12713,726,tablespoons white wine,2.0,tablespoon
12713,134,"cup chicken broth, defatted or 1/4 cup vegetable broth",0.25,cup
12713,90,cup broccoli floret,1.0,cup
12713,168,cups cooked pasta,2.0,cup
12713,616,salt and pepper,1.0,dash
12713,499,"tablespoons parmesan cheese or 2 tablespoons romano cheese, grated",2.0,tablespoon
12732,585,cup cooked rice,0.6666666666666666,cup
12732,636,cup sour cream,0.125,cup
12732,325,tablespoon green chilies (or both) or 1 tablespoon green onions (or both),1.0,tablespoon
12732,125,cup sharp cheddar cheese or 1/4 cup monterey jack cheese,0.25,cup
12744,214,cups dashi (recipe following),1.25,cup
12744,450,tablespoon miso (red bean paste),0.5,tablespoon
12744,678,"ounce firm tofu, cube into 1/2 ' cubes",1.0,ounce
12744,329,"green onions, sliced diagonally",0.5,each
12744,465,mushrooms,0.5,each
12744,755,cups water,1.5,cup
12744,386,piece kelp (2 inch square),0.25,each
12744,85,ounce bonito tuna or 3/4 tablespoon dried bonito flakes,0.75,ounce
12922,265,cup all-purpose flour,0.125,cup
12922,32,teaspoon baking powder,0.0625,teaspoon
12922,92,cup butter,0.125,cup
12922,409,cup packed brown sugar,0.25,cup
12922,243,egg,0.25,each
12922,700,teaspoon vanilla,0.25,teaspoon
12922,624,"cup sesame seeds, toasted",0.25,cup
13076,580,cups rice,3.0,cup
13076,486,"medium onion, chopped",1.0,each
13076,179,"package fresh coriander, chopped",0.5,each
13076,685,"small tomatoes, chopped or grated",1.0,each
13076,163,teaspoon citric acid,1.0,teaspoon
13076,611,teaspoon salt,0.5,teaspoon
13076,62,"pinch black pepper, or to taste if you like it hotter",1.0,pinch
13076,679,(100 g) can tomato paste,100.0,gram
13076,509,jar pickled grape leaves,1.0,each
13586,332,large green peppers,0.25,each
13586,113,large carrots,0.3333333333333333,each
13586,523,can pitted black olives,0.25,each
13586,327,(1 1/8 ounce) jar broken green olives,0.125,ounce
13586,511,(7/8 ounce) jars pickling onions,0.875,ounce
13586,513,(1/3 ounce) cans pimientos,0.3333333333333333,ounce
13586,660,(3 1/4 ounce) jar sweet pickles,0.75,ounce
13586,115,large cauliflower,0.125,each
13586,481,ounce olive oil,0.625,ounce
13586,438,"clove garlic, smashed",0.3333333333333333,each
13586,388,(1 ounce) bottles ketchup,1.0,ounce
13586,388,(1 ounce) bottle hot ketchup,1.0,ounce
13586,361,(1 ounce) bottle hot ketchup,1.0,ounce
13586,572,cup red wine,0.125,cup
13586,679,(3/8 ounce) cans tomato paste,0.375,ounce
13586,492,tablespoon oregano,0.125,tablespoon
13586,22,(1 ounce) cans artichokes,1.0,ounce
13586,464,(2/3 ounce) cans mushroom pieces,0.6666666666666666,ounce
13586,15,"can anchovies, chopped",0.25,each
13586,695,(1/2 ounce) cans solid tuna,0.5,ounce
13678,669,"ounces tempeh, steamed 10 minutes, cut into thin strips",8.0,ounce
13678,666,tablespoons tamari,2.0,tablespoon
13678,449,tablespoons mirin,2.0,tablespoon
13678,19,tablespoon arrowroot,1.0,tablespoon
13678,357,teaspoon honey,1.0,teaspoon
13678,311,"tablespoon fresh ginger, finely minced",1.0,tablespoon
13678,331,"green pepper, thinly sliced",1.0,each
13678,486,"large onion, cut in thin wedges",1.0,each
13678,112,"large carrot, cut into match sticks",1.0,each
13678,119,"cup celery, thinly sliced",1.0,cup
13678,90,cup broccoli floret,1.0,cup
13678,115,"cup cauliflower, thinly sliced",1.0,cup
13678,702,cup vegetable stock,1.0,cup
13678,478,tablespoons oil,2.0,tablespoon
13678,478,tablespoons oil (additional),2.0,tablespoon
14339,603,"large round steaks or 3 large sirloin steaks, about 2 pounds total,thinly sliced",3.0,pound
14339,642,cup soy sauce,0.5,cup
14339,408,cup sugar,0.25,cup
14339,438,"cloves garlic, crushed",4.0,each
14339,329,"green onions, minced",4.0,each
14339,311,"inch fresh ginger, peeled and grated or finely minced",1.0,each
14339,674,tablespoons sesame oil,2.0,tablespoon
14339,624,tablespoons sesame seeds,2.0,tablespoon
14339,366,"iceberg lettuce, separated into leaves and kept chilled until serving",1.0,each
14627,47,"g beef (soy sauce, pepper, green onion, garlic, sesame oil)",100.0,gram
14627,207,"cucumber (salt, sesame oil, sesame seed)",1.0,each
14627,112,"carrot (salt, sesame oil)",0.5,each
14627,44,"g bean sprouts (salt, green onion, garlic, sesame oil, and sesame seed)",50.0,gram
14627,402,leaf lettuce,1.0,each
14627,467,"dried mushrooms (sesame oil, salt)",3.0,each
14627,243,egg,1.0,each
14627,377,"sheet jelly (buckwheat, acorn or green pea)",1.0,each
14627,563,red pepper paste,1.0,each
14755,733,cup packed coarsely grated peeled yams (red-skinned sweet potatoes; about 8 ounces),0.25,cup
14755,548,cup chopped red bell pepper,0.0625,cup
14755,189,tablespoon cornstarch,0.25,tablespoon
14755,305,"(1 1/3 ounce) can garbanzo beans, well drained",0.3333333333333333,ounce
14755,243,egg,0.125,each
14755,213,teaspoon curry powder,0.25,teaspoon
14755,611,teaspoon salt,0.125,teaspoon
14755,158,cup chopped cilantro,0.0625,cup
14755,469,teaspoon mustard seeds,0.25,teaspoon
14755,703,tablespoon vegetable oil,0.6666666666666666,tablespoon
15633,437,gallon fresh whole milk,0.125,gallon
15633,408,cup sugar,0.125,cup
15633,108,cloves whole cardamom pods,2.0,each
15633,110,teaspoon cardamom powder,0.0625,teaspoon
15633,632,"cup slivered almonds, cashews and pistachioes",0.125,cup
15633,197,cup fresh cream,0.0625,cup
15633,605,teaspoon saffron strand,0.0625,teaspoon
15633,121,tablespoon charoli nuts,0.3333333333333333,tablespoon
15633,544,cup light brown raisins,0.0625,cup
15633,601,teaspoon rose water,0.0625,teaspoon
15633,92,tablespoon butter,0.125,tablespoon
16864,82,(4 ounce) boneless skinless chicken breast halves,4.0,ounce
16864,265,tablespoons all-purpose flour,2.0,tablespoon
16864,227,teaspoon dried oregano,1.0,teaspoon
16864,481,tablespoon olive oil,1.0,tablespoon
16864,486,cup thinly sliced onion,1.0,cup
16864,140,cups reduced-sodium fat-free chicken broth,1.5,cup
16864,318,cup golden raisin,0.3333333333333333,cup
16864,1,tablespoons lemon juice,2.0,tablespoon
16864,105,tablespoons capers,2.0,tablespoon
16864,254,cup crumbled feta cheese,0.25,cup
16864,3,"slices lemons, thin slices (optional)",4.0,each
16928,319,cup gram flour (chickpea flour),0.25,cup
16928,62,teaspoon cracked/coarsely ground black pepper,0.125,teaspoon
16928,340,teaspoon ground cumin,0.125,teaspoon
16928,611,teaspoon salt,0.0625,teaspoon
16928,438,"clove garlic, pressed",0.125,each
16928,755,cup water,0.0625,cup
16928,755,tablespoon water,0.125,tablespoon
16928,117,to taste cayenne (for dusting tops),0.125,dash
16928,478,"to taste oil, for frying (optional)",0.125,dash
17507,296,cup frozen chopped spinach,0.75,cup
17507,734,teaspoons yeast,2.25,teaspoon
17507,88,cups bread flour,3.0,cup
17507,718,cup wheat bran,0.3333333333333333,cup
17507,408,tablespoons sugar,1.5,tablespoon
17507,611,tablespoon salt,0.5,tablespoon
17507,474,tablespoon nutmeg,0.5,tablespoon
17507,62,teaspoon black pepper,0.5,teaspoon
17507,478,tablespoons oil,3.0,tablespoon
17507,243,egg,1.0,each
17507,254,cup feta cheese,0.3333333333333333,cup
17507,755,cup water,0.5,cup
18268,93,tablespoons unsalted butter,2.0,tablespoon
18268,438,"cloves garlic, chopped",7.0,each
18268,486,cup chopped onion,0.5,cup
18268,701,cups vegetable broth,4.0,cup
18268,755,cups water,2.0,cup
18268,128,ounces fresh cheese tortellini or 9 ounces frozen cheese tortellini,9.0,ounce
18268,689,"(14 1/2 ounce) can diced tomatoes, with their liquid",7.0,ounce
18268,649,"ounces spinach, washed and stemmed,coarsely chopped",10.0,ounce
18268,40,"basil leaves, coarsely chopped",9.0,each
18268,243,egg,1.0,each
18268,499,cup grated parmesan cheese,0.5,cup
18268,616,salt and pepper,1.0,dash
18762,31,medium unpeeled baking potatoes (about 1 1/2 pounds),0.5,dimensionless
18762,1,tablespoon lemon juice,0.3333333333333333,tablespoon
18762,481,teaspoon olive oil,0.3333333333333333,teaspoon
18762,492,teaspoon dried oregano,0.25,teaspoon
18762,61,teaspoon pepper,0.0625,teaspoon
18762,611,teaspoon salt,0.0625,teaspoon
18762,438,"clove garlic, minced",0.3333333333333333,each
18762,173,to taste vegetable oil cooking spray,0.25,dash
19378,8,(1 1/2 inch) flour tortillas,7.0,each
19378,578,ounces vegetarian refried beans (I highly recommend using Diana Neal's recipe for refried beans refer to Recipezar Refried Beans),4.625,ounce
19378,325,"ounce canned green chilies, chopped",0.625,ounce
19378,208,teaspoon cumin,0.125,teaspoon
19378,440,teaspoon garlic powder,0.125,teaspoon
19378,124,"ounces cheddar cheese, shredded",1.25,ounce
21217,343,ounces ground pork,1.5,ounce
21217,712,"water chestnuts, chopped",1.0,each
21217,328,"ounce green onion, chopped (with tops)",0.25,ounce
21217,646,tablespoon low sodium soy sauce,0.125,tablespoon
21217,611,teaspoon salt,0.0625,teaspoon
21217,189,teaspoon cornstarch,0.125,teaspoon
21217,313,"teaspoon fresh gingerroot, grated",0.0625,teaspoon
21217,731,lb wonton skins,0.125,pound
21278,691,lb frozen or refrigerated tortellini,0.25,pound
21278,741,"yellow peppers or 1/8 red pepper, diced",0.125,each
21278,299,"cup frozen peas, thawed",0.25,cup
21278,754,"small zucchini, cut into thin sticks",0.25,each
21278,556,"small red onion, chopped",0.125,each
22069,155,scoops friendly's forbidden chocolate chocolate ice cream (any other chocolate ice cream would also work),3.0,each
22069,359,cup hot fudge,0.25,cup
22069,156,tablespoon chocolate sprinkles,1.0,tablespoon
22069,200,whipped cream (homemade or canned),1.0,each
22847,463,lb medium to large mushroom,0.25,pound
22847,254,"ounces feta cheese, mashed",1.3333333333333333,ounce
22847,201,"cup cream cheese, softened",0.125,cup
22847,499,cup grated parmesan cheese,0.125,cup
22847,328,cup chopped green onion,0.125,cup
22847,501,cup finely chopped parsley,0.0625,cup
22847,243,egg,0.25,each
22847,205,"cup garlic crouton, crushed into crumbs",0.125,cup
23144,570,"small red potatoes, large dice",2.0,each
23144,481,"tablespoon olive oil, divided",1.0,tablespoon
23144,629,"lb small shrimp, cleaned",0.25,pound
23144,438,tablespoon minced garlic,0.5,tablespoon
23144,1,tablespoon lemon juice,0.5,tablespoon
23144,501,teaspoon parsley,0.25,teaspoon
23144,611,teaspoon salt,0.25,teaspoon
23144,562,teaspoon red pepper flakes,0.125,teaspoon
23632,538,"cup potatoes, cooked and cubed",0.3333333333333333,cup
23632,486,"small onion, chopped",0.25,each
23632,331,"green pepper, chopped",0.125,each
23632,441,"garlic clove, chopped",0.25,each
23632,29,"lb bacon, cooked and chopped to equal 1/2 cup",0.125,pound
23632,354,large eggs,0.5,each
23632,435,tablespoon milk or 1/3 tablespoon water,0.3333333333333333,tablespoon
23632,92,tablespoon butter or 1/4 tablespoon margarine,0.25,tablespoon
23632,8,flour tortillas,1.0,each
23649,182,cup dried corkscrew macaroni or 1/8 cup elbow macaroni,0.125,cup
23649,90,cup broccoli floret,0.25,cup
23649,116,cup cauliflower floret,0.25,cup
23649,295,(1 1/2 ounce) package frozen artichoke hearts,0.5,ounce
23649,113,cup thinly sliced carrots,0.25,cup
23649,328,cup sliced green onion,0.0625,cup
23649,402,leaf lettuce (optional),0.25,each
24666,186,6-inch corn tortillas,1.6666666666666667,each
24666,171,to taste cooking oil (olive or canola),0.25,dash
24666,334,"green bell peppers, cut in strips",0.3333333333333333,each
24666,486,"medium onion, chopped",0.25,each
24666,438,"clove garlic, minced",0.25,each
24666,611,teaspoon salt,0.25,teaspoon
24666,199,cup whipping cream,0.25,cup
24666,457,cup shredded monterey jack cheese,0.25,cup
24904,8,inches fat-free flour tortillas,8.0,each
24904,459,cup reduced-fat monterey jack cheese,0.125,cup
24904,127,cup kraft free shredded fat-free cheddar cheese,0.125,cup
24904,536,large portabella mushroom caps,0.5,each
24904,443,fresh garlic cloves,1.0,each
24904,285,tablespoon chopped fresh oregano,0.5,tablespoon
24904,118,pinch cayenne pepper (optional),0.25,pinch
24904,175,to taste olive oil flavored cooking spray,0.25,dash
25617,432,"ounce medium pasta shells, cooked and drained",0.625,ounce
25617,59,"cup black beans, rinsed and drained",0.125,cup
25617,541,cup diced provolone cheese,0.0625,cup
25617,124,cup diced cheddar cheese,0.0625,cup
25617,349,cup diced cooked ham,0.0625,cup
25617,170,cup diced cooked turkey,0.0625,cup
25617,561,"small red pepper, sliced",0.125,each
25617,353,"hard-boiled eggs, chopped",0.25,each
25617,616,to taste salt and pepper,0.125,dash
25617,99,(1 ounce) jar caesar salad dressing,1.0,ounce
25617,501,to taste parsley,0.125,dash
25875,754,medium zucchini,1.0,each
25875,173,to taste vegetable oil cooking spray,0.25,dash
25875,481,tablespoon olive oil,1.0,tablespoon
25875,486,"large onion, chopped finely",0.25,each
25875,442,"garlic cloves, minced",0.6666666666666666,each
25875,49,lb lean ground beef,0.25,pound
25875,681,(1 1/3 ounce) can tomato sauce,0.3333333333333333,ounce
25875,685,"large ripe tomatoes, cut into pieces",0.25,each
25875,36,banana peppers or 1/4 jalapeno pepper,0.25,each
25875,42,bay leaf,0.25,each
25875,46,teaspoon beau monde seasoning,0.0625,teaspoon
25875,357,tablespoon honey,0.25,tablespoon
25875,61,banana peppers or 1/4 jalapeno pepper,0.25,each
25875,61,to taste pepper,0.25,dash
25875,492,teaspoon oregano (dried),0.0625,teaspoon
25875,468,"fresh mushrooms, sliced",1.6666666666666667,each
25875,159,teaspoon cinnamon,0.125,teaspoon
25875,336,teaspoon allspice,0.125,teaspoon
25875,191,cup 2% fat cottage cheese,0.25,cup
25875,426,cup marsala wine,0.0625,cup
25875,499,cup fresh grated parmesan cheese (use imported) or 1/16 cup romano cheese (use imported),0.0625,cup
25875,287,"tablespoon fresh parsley, chopped or 1/3 teaspoon dried parsley",0.3333333333333333,tablespoon
26638,124,cup shredded cheddar cheese,0.125,cup
26638,685,"tomatoes, slices",1.0,each
26638,286,"tablespoon fresh parmesan cheese, shredded",0.5,tablespoon
30081,747,(2 ounce) container plain yogurt,2.0,ounce
30081,207,cup chopped seeded cucumber (thinly slice remainder of cucumber),0.125,cup
30081,487,tablespoon finely chopped onions,0.5,tablespoon
30081,441,"garlic clove, minced",0.25,each
30081,408,teaspoon sugar,0.25,teaspoon
30081,49,lb lean ground beef (I use ground turkey),0.25,pound
30081,227,teaspoon dried oregano,0.375,teaspoon
30081,440,teaspoon garlic powder,0.25,teaspoon
30081,488,teaspoon onion powder,0.25,teaspoon
30081,611,teaspoon salt (optional),0.25,teaspoon
30081,61,teaspoon pepper,0.25,teaspoon
30081,520,pita breads,1.0,each
30081,402,cup shredded lettuce,0.75,cup
30081,685,"large tomatoes, chopped",0.25,each
30081,486,tablespoon finely chopped onions,0.5,tablespoon
30081,486,teaspoon onion powder,0.25,teaspoon
30081,486,"small onion, chopped",0.25,each
32667,201,"(1 ounce) package cream cheese, softened (I use FF cream cheese)",1.0,ounce
32667,429,cup mayonnaise (I use FF mayo),0.0625,cup
32667,327,"cup pitted green olives, chopped",0.125,cup
32667,522,"(1/3 ounce) can black olives, chopped",0.3333333333333333,ounce
32667,329,"green onions, chopped",0.75,each
32667,6,10-inch flour tortillas,1.0,each
32667,609,cup salsa,0.0625,cup
32682,649,"cup spinach, firmly packed,washed and chopped",0.25,cup
32682,584,cup cooked brown rice,0.25,cup
32682,297,cup frozen corn kernels,0.125,cup
32682,609,cup salsa,0.0625,cup
32682,8,flour tortillas or 1 corn tortillas,1.0,dimensionless
34331,418,ounces linguine,2.0,ounce
34331,481,tablespoon olive oil or 1/4 tablespoon canola oil,0.25,tablespoon
34331,239,tablespoon dry white wine,0.25,tablespoon
34331,95,"ounces button mushrooms, sliced",2.0,ounce
34331,230,"fresh shiitake mushrooms, sliced",1.75,each
34331,495,"ounce oyster mushrooms, sliced",1.0,ounce
34331,438,"clove garlic, minced",0.875,each
34331,436,cup low-fat milk,0.5,cup
34331,287,"tablespoon fresh parsley, chopped",0.5,tablespoon
34331,234,teaspoon dried thyme,0.125,teaspoon
34331,724,teaspoon white pepper,0.125,teaspoon
34331,611,teaspoon salt,0.125,teaspoon
34331,189,tablespoon cornstarch,0.5,tablespoon
34331,755,tablespoon cold water,0.5,tablespoon
34787,7,6-inch flour tortillas,2.0,each
34787,47,"beef or pork, shredded and cooked",1.0,each
34787,576,"refried beans, warmed",1.0,each
34787,609,salsa,1.0,each
34787,122,shredded cheese,1.0,each
36598,723,"ounces white pearl onions, peeled",2.5,ounce
36598,83,boneless skinless chicken breasts,1.0,each
36598,213,tablespoon curry powder,0.25,tablespoon
36598,682,fluid ounces no-salt-added tomato sauce,2.0,ounce
36598,726,fluid ounce white wine,0.5,ounce
36598,557,teaspoon red chili paste,0.125,teaspoon
36598,438,teaspoon garlic,0.0625,teaspoon
36598,481,fluid ounce olive oil,0.25,ounce
37379,677,"piece tofu, crushed (about 8cmx8cmx8cm)",0.25,each
37379,531,"lb pork, minced",0.125,pound
37379,246,egg white,0.25,each
37379,611,teaspoon salt,0.375,teaspoon
37379,61,teaspoon pepper,0.125,teaspoon
37379,61,pinch pepper,0.25,pinch
37379,653,"stalk spring onions, diced (optional)",0.5,each
37379,642,teaspoon soy sauce,0.5,teaspoon
37379,187,teaspoon cornflour or 1/4 teaspoon flour,0.25,teaspoon
37379,408,teaspoon sugar,0.25,teaspoon
37379,674,teaspoon sesame oil (or other vegetable oil),0.25,teaspoon
37673,49,ounces lean ground beef,24.0,ounce
37673,685,"tomatoes, diced",5.0,each
37673,438,"cloves garlic, chopped",6.0,each
37673,145,tablespoons chili powder,2.0,tablespoon
37673,208,tablespoon cumin,1.0,tablespoon
37673,577,ounces low-sodium refried beans,16.0,ounce
37673,325,ounces diced green chilies,7.0,ounce
37673,682,fluid ounces no-salt-added tomato sauce,8.0,ounce
37673,8,flour tortillas,12.0,each
37673,457,cup shredded monterey jack cheese,0.5,cup
37673,402,"head lettuce, shredded",1.0,each
37673,28,"avocados, pitted,peeled and mashed",2.0,each
37673,636,fluid ounces sour cream,8.0,ounce
38356,131,"kg chicken, jointed",1.0,kilogram
38356,171,tablespoons cooking oil,3.0,tablespoon
38356,178,teaspoon coriander powder,1.0,teaspoon
38356,699,teaspoon turmeric powder,0.25,teaspoon
38356,611,teaspoon salt,1.0,teaspoon
38356,685,"tomatoes, grated",3.0,each
38356,177,"cup coriander leaves, chopped",1.0,cup
38356,310,"teaspoon ginger, chopped",1.0,teaspoon
38356,442,"garlic cloves, finely chopped",11.0,each
38356,325,green chilies,5.5,each
40018,478,teaspoon oil,1.0,teaspoon
40018,486,cup sliced onion,0.25,cup
40018,112,cup thinly sliced carrot,0.25,cup
40018,333,cup thinly sliced green bell pepper,0.25,cup
40018,438,"clove garlic, minced or 1/4 teaspoon garlic powder",0.5,teaspoon
40018,323,cup shredded green cabbage,0.5,cup
40018,269,"ounces frankfurters, sliced",3.0,ounce
40018,137,"cup prepared instant chicken broth, and seasoning mix (prepared according to packet directions, at room temperature)",0.125,cup
40018,189,teaspoon cornstarch,0.5,teaspoon
40018,642,teaspoon soy sauce,0.5,teaspoon
40561,148,"(5 ounce) package chinese noodles, cooked",5.0,ounce
40561,533,"lb pork tenderloin, cut into 3/4 inch cubes",1.0,pound
40561,642,"tablespoons soy sauce, divided",3.0,tablespoon
40561,284,cup fresh orange juice,0.5,cup
40561,34,tablespoons balsamic vinegar,2.0,tablespoon
40561,357,tablespoon honey,1.0,tablespoon
40561,189,teaspoons cornstarch,2.0,teaspoon
40561,61,pepper,1.0,dash
40561,61,"cup sweet red pepper, seeded,deveined & cubed",1.0,cup
40561,61,"cup yellow sweet pepper, seeded,de veined & cubed",1.0,cup
40561,61,"cup mixed hot pepper, seeded,deveined and finely chopped (if you do not wish to use them increase the sweet peppers by 1/2 cup each) (optional)",1.0,cup
40561,173,"vegetable oil cooking spray, for pan",1.0,dash
40561,549,"cup sweet red pepper, seeded,deveined & cubed",1.0,cup
40561,743,"cup yellow sweet pepper, seeded,de veined & cubed",1.0,cup
40561,362,"cup mixed hot pepper, seeded,deveined and finely chopped (if you do not wish to use them increase the sweet peppers by 1/2 cup each) (optional)",1.0,cup
41833,418,ounces linguine,6.0,ounce
41833,629,"large shrimp, peeled and deveined",6.0,each
41833,438,"tablespoon minced garlic, more if you like",1.0,tablespoon
41833,726,cup white wine,0.375,cup
41833,92,"ounces butter, cold,cut into pieces",3.0,ounce
41833,688,cup diced tomato,0.5,cup
41833,292,cup fresh spinach,0.25,cup
41833,611,salt,1.0,dash
41833,61,pepper,1.0,dash
41833,371,italian seasoning,1.0,dash
42043,131,kg chicken,0.25,kilogram
42043,553,teaspoon red food coloring,0.25,teaspoon
42043,209,teaspoon cumin powder,0.75,teaspoon
42043,749,tablespoon low-fat plain yogurt,0.5,tablespoon
42043,324,"tablespoon green chili, chopped",0.25,tablespoon
42043,309,tablespoon ginger-garlic paste,0.25,tablespoon
42043,413,"pieces limes, chopped",1.25,each
42043,611,to taste salt,0.25,dash
42043,478,"to taste oil, to fry",0.25,dash
44170,132,cup chopped cooked chicken,0.125,cup
44170,329,tablespoon chopped green onions,0.25,tablespoon
44170,101,tablespoon drained canned pineapple,0.125,tablespoon
44170,357,tablespoon honey,0.25,tablespoon
44170,642,tablespoon soy sauce,0.125,tablespoon
44170,237,teaspoon dry mustard,0.25,teaspoon
44170,243,"egg, beaten",0.125,each
44170,624,"teaspoon sesame seeds, toasted",0.3333333333333333,teaspoon
48613,481,tablespoon olive oil,1.0,tablespoon
48613,486,"large onion, diced",1.0,each
48613,331,"large green pepper, seeded and diced",0.75,each
48613,49,lb lean ground beef,0.75,pound
48613,442,"garlic cloves, minced",2.0,each
48613,112,"medium carrot, peeled and grated",1.0,each
48613,119,"stalk celery, sliced thin",1.0,each
48613,228,teaspoons dried parsley,2.0,teaspoon
48613,220,teaspoon dried basil,1.0,teaspoon
48613,227,teaspoon dried oregano,1.0,teaspoon
48613,145,"teaspoon chili powder, to taste",1.0,teaspoon
48613,408,teaspoon sugar,1.0,teaspoon
48613,611,salt,0.5,dash
48613,61,"large green pepper, seeded and diced",0.75,each
48613,61,teaspoon pepper,0.25,teaspoon
48613,648,(26 ounce) jar garlic & cheese chunky style spaghetti sauce,26.0,ounce
49915,201,(8 ounce) packages cream cheese,8.0,ounce
49915,421,cup mango chutney (Jaipur),0.5,cup
49915,486,"onion, chopped",1.0,each
49915,213,tablespoon curry powder,1.0,tablespoon
49915,452,cup unsalted mixed nuts,1.0,cup
49915,314,teaspoons ginger paste (Jaipur),2.0,teaspoon
49915,159,teaspoon cinnamon,0.25,teaspoon
49915,106,teaspoon cardamom,0.25,teaspoon
49945,265,cups all-purpose flour,2.0,cup
49945,367,teaspoons instant coffee granules (heaped),2.0,teaspoon
49945,159,"teaspoon cinnamon, ground",1.0,teaspoon
49945,405,"cups light brown sugar, firmly packed",2.0,cup
49945,611,teaspoon salt,0.5,teaspoon
49945,92,"cup butter, melted",0.5,cup
49945,636,"(8 ounce) carton sour cream, beaten",8.0,ounce
49945,33,teaspoon baking soda,1.0,teaspoon
49945,243,"large egg, beaten",1.0,each
49945,708,"cup walnuts or 3/4 cup pecans, chopped",0.75,cup
50408,131,"large chicken, obvious fat removed but with the skin on",0.25,each
50408,72,bunch boiled baby bok choy,0.5,bunch
50408,626,"shallots, peeled and left whole",5.0,each
50408,442,"garlic cloves, peeled and left whole",5.0,each
50408,572,cup red wine (any sort),0.125,cup
50408,645,teaspoon light soya sauce,0.5,teaspoon
50408,357,tablespoon honey,0.75,tablespoon
50408,611,teaspoon salt,0.25,teaspoon
50411,446,to taste mint leaf,0.25,dash
50411,714,head watercress,0.25,each
50411,454,packet mixed salad green,0.25,each
50411,685,"tomatoes, sliced",0.5,each
50411,486,"onion, sliced",0.25,each
50411,51,slices leftover roast beef (up to you how much you wanna add),1.25,each
50411,259,tablespoon fish sauce,0.25,tablespoon
50411,438,"clove garlic, finely chopped",0.25,each
50411,144,"chili, finely chopped",0.25,each
50411,408,teaspoon sugar,0.25,teaspoon
50411,755,head watercress,0.25,each
50411,755,cup water,0.0625,cup
50411,5,"lemon, juice of",0.25,each
50414,715,lb watermelon,0.28,pound
